nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Masjid Al Barokah Nata Endah,Masjid,"2HQF+FGQ, Jl. Nata Endah, Sayati, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40228",,"4,8",98,,Tidak Ada ,Tidak Tersedia,-6.9612917,107.5738514,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Utsman Bin Affan,Masjid,"XG8W+J38, Jl. Raya Soreang - Banjaran, Cingcin, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40911",Buka 24 jam,"4,7",11,"
0896-4203-9634",Ada,Tidak Tersedia,-7.0334508,107.5452074,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Al Awwabin,Masjid,"2HFV+73V, Jl. Sindang Palay, Cangkuang Kulon, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40239",08.00 hingga 20.00,"5,0",10,,Tidak Ada ,Tidak Tersedia,-6.9767712,107.5926662,Aksesibilitas Tersedia,[]
Masjid jami Al Amanah,Masjid,"Jl. Raya Dayeuhkolot No.92, Pasawahan, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40258",,"4,6",35,,Tidak Ada ,Tidak Tersedia,-6.9739917,107.6179122,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Nusa Al Kurnia,Masjid,"Kav sinar Nusa jaya No.64, Rancamanyar, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",,"4,5",28,,Tidak Ada ,Tidak Tersedia,-6.9909433,107.6005601,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Nurut Taqwa,Masjid,"2J5F+F3H, Jl. Kulalet, Kampung Uak, Andir, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",Buka 24 jam,"4,7",43,,Tidak Ada ,Tidak Tersedia,-6.9913132,107.6227216,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al Ikhlas Komplek Margahayu Permai,Masjid,"2HH5+JCW, Jl. Permai 35, Margahayu Sel., Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40218",Buka 24 jam,"4,9",45,,Tidak Ada ,Tersedia,-6.9708902,107.5585658,Aksesibilitas Tersedia,[]
Masjid Besar Ash-shofia Kec. Dayeuhkolot Bandung,Masjid,"Raharja Plaza, Jl. Raya Dayeuhkolot, Dayeuhkolot, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40258",Buka 24 jam,"4,4",203,,Tidak Ada ,Tidak Tersedia,-6.9890505,107.6272095,Aksesibilitas Tersedia,[]
Masjid Jami Ash-Shofa,Masjid,"3H34+6FC, Cigondewah Hilir, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40214",Buka 24 jam,"5,0",7,,Tidak Ada ,Tidak Tersedia,-6.9469407,107.5561436,Aksesibilitas Tersedia,[]
Masjid Jami Asy Syukur,Masjid,"XGCG+8FC, Jalan Raya, Soreang, Bandung Regency, West Java 40911",,"4,4",47,,Tidak Ada ,Tidak Tersedia,-7.0291986,107.5261341,Aksesibilitas Tersedia,[]
Masjid Nurul Falah,Masjid,"Komplek Sukamenak Indah Blok G No.4A, RT.06/RW.01, Sayati, Margahayu, Sayati, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40228",02.00 hingga 11.00,"4,7",196,"
(022) 5415222",Ada,Tidak Tersedia,-6.9666698,107.5775751,Aksesibilitas Tersedia,[]
Masjid Husnul Khotimah,Masjid,"Jl. Bojong Suren Tengah No.97, Pasawahan, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40256",Buka 24 jam,"4,9",59,"
0851-0054-8866",Ada,Tidak Tersedia,-6.9686979,107.6104278,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
MASJID AL-MUHAJIRIN,Masjid,"2H4X+P3G, Jl. Kp. Ranca Emas, Rancamanyar, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",Buka 24 jam,"4,9",11,,Tidak Ada ,Tidak Tersedia,-6.9931828,107.5977059,Aksesibilitas Tersedia,[]
Masjid Ar Rohmah,Masjid,"Query learning center, Blk. B4 No.9, Rancamulya, Pameungpeuk, Bandung Regency, West Java 40375",Buka 24 jam,"4,7",18,,Tidak Ada ,Tidak Tersedia,-6.9993208,107.5975167,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid RSUD Al-Ihsan,Masjid,"XJRC+JW7, Baleendah, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",,"4,7",202,,Tidak Ada ,Tidak Tersedia,-7.0084588,107.6222839,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Kristen Protestan Terdekat dari POLBAN DAN ULBI,Gereja,"Jl. Prof. Dr. Sutami No.52, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",,,,,Tidak Ada ,Tidak Tersedia,-6.8777692,107.5882059,Aksesibilitas Tersedia,[]
GKPII EBENHAEZER,Gereja,"Jl. Moch. Toha No.293, Citeureup, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40258",Tutup,"3,0",2,"
0813-2219-4999",Ada,Tidak Tersedia,-6.9852745,107.6233511,Aksesibilitas Tersedia,[]
Gereja Kristen Immanuel Hosanna,Gereja Kristen,"Jl. Dr. Djunjunan No.141, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",08.00 hingga 16.00,"4,8",62,"
(022) 6034822",Ada,Tersedia,-6.8935077,107.5856904,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Laurentius, Sukajadi",Gereja Katolik,"Jl. Sukajadi No.223, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,"4,8",1.045,"
(022) 2038462",Ada,Tersedia,-6.875829,107.596044,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Baptis Indonesia Cipaganti,Gereja Baptis,"Jalan Rd. A.A Wiranata Kusuma No.139, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",09.00 hingga 15.00,"4,8",18,"
0895-3263-44675",Ada,Tidak Tersedia,-6.8881834,107.6016896,Aksesibilitas Tersedia,[]
Gereja Kristen Pasundan Katapang,Gereja,"Perum RS. Immanuel No.11A RT01, RW.08, Kp. Sukamulya, Katapang, Bandung Regency, West Java 40921",Tutup,,,,Tidak Ada ,Tidak Tersedia,-7.0024809,107.5567182,Aksesibilitas Tersedia,[]
Sinode Gereja Kristen Immanuel,Organisasi Keagamaan,"Jl. Taman Mekar Agung III No.16, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",08.00 hingga 17.00,"5,0",11,"
(022) 87804653",Ada,Tidak Tersedia,-6.9570054,107.6077295,Aksesibilitas Tersedia,[]
GPIB Maranatha Bandung,Gereja Protestan,"Jl. Taman Cibeunying Utara No.2, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",09.00 hingga 17.00,"4,8",286,"
(022) 7271563",Ada,Tersedia,-6.9071617,107.6265027,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Bethel Tabernakel,Gereja Protestan,"Jl. Holis No.300, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212",,"4,9",40,"
(022) 6016561",Ada,Tidak Tersedia,-6.9327448,107.5715936,Aksesibilitas Tersedia,[]
GRII Bandung,Gereja Aliran Baru,"Jl. Moch. Toha No.229, Ciseureuh, Kec. Regol, Kota Bandung, Jawa Barat 40255",,"4,7",217,"
(022) 5212211",Ada,Tersedia,-6.9463663,107.6091629,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
HKBP Bethesda,Gereja Lutheran,"2JV4+QXW, Jl. Mekar Agung No.20, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",07.00 hingga 19.00,"5,0",8,,Tidak Ada ,Tersedia,-6.9555395,107.6073088,Aksesibilitas Tersedia,[]
Gereja Isa Almasih (GIA) Kopo Permai,Gereja Pantekosta,"Jl. Kopo Permai II No.blok 52A 9 U, Sukamenak, Margahayu, Bandung Regency, West Java 40227",09.00 hingga 15.00,"4,9",20,"
(022) 54416910",Ada,Tersedia,-6.9629258,107.5859432,Aksesibilitas Tersedia,[]
Gereja HKBP Bandung Barat,Gereja Lutheran,"Jl. HKBP No.1, Wr. Muncang, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40241",08.00 hingga 22.00,"4,7",242,"
(022) 6002984",Ada,Tidak Tersedia,-6.9215897,107.577921,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GBI Stairway From Heaven,Gereja Evangelis,"Jl. Mekar Laksana No.8, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",08.00 hingga 15.30,"4,8",309,"
(022) 5225786",Ada,Tersedia,-6.9538614,107.6041844,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GKI Guntur Pos Jemaat Kopo Permai,Gereja,"Currency Plantation, Jl. Kopo Permai II No.6 - 7, Sukamenak, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40227",Tutup,"4,6",12,,Tidak Ada ,Tidak Tersedia,-6.9683472,107.588476,Aksesibilitas Tersedia,[]
GKPS Bandung Selatan,Gereja,"Jl. Mekar Agung No.52, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9554037,107.6051384,Aksesibilitas Tersedia,[]
GKI Maulana Yusuf Pos Jemaat Bahureksa 26 Bandung,Gereja Protestan,"Jl. Bahureksa No.26, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Tutup,,,,Tidak Ada ,Tersedia,-6.9053985,107.6155855,Aksesibilitas Tersedia,[]
Gereja Kristen Pantekosta Jemaat Rajawali,Gereja Pantekosta,"Jl. Rajawali Timur No.239, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40182",Tutup,"5,0",2,"
0813-2052-8054",Ada,Tidak Tersedia,-6.9141752,107.5793559,Aksesibilitas Tersedia,[]
Church In Bandung,Gereja,"3JH9+7VQ, Jl. Katapang, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,9",45,"
(022) 7318316",Ada,Tersedia,-6.9217783,107.6197254,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPIB Majelis Jemaat PNIEL,Gereja Protestan,"No Jl. Raya Dayeuhkolot No.409, Dayeuhkolot, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat 40257",,"5,0",4,"
(022) 5224274",Ada,Tidak Tersedia,-6.9862245,107.6233755,Aksesibilitas Tersedia,[]
GKI Anugerah,Gereja,"Jl. Jend. Sudirman No.193-197, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241",,"4,7",275,"
(022) 6011818",Ada,Tersedia,-6.9201707,107.5974709,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
POUK GKPO Lanud Sulaiman,Gereja Protestan,"Jl. Hercules 4 No.2, Sulaiman, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40229",18.30 hingga 20.30,"4,9",13,"
0812-9000-3132",Ada,Tersedia,-6.9855156,107.5687453,Aksesibilitas Tersedia,[]
GBKP Bandung Barat,Gereja,"Jl. Holis No.278 B, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212",Tutup,"4,5",52,"
(022) 6045586",Ada,Tersedia,-6.9310621,107.5721195,Aksesibilitas Tersedia,[]
GBI Sukacita,Gereja,"Jl. Dipati Ukur No.80-84, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Tutup,"4,8",45,"
(022) 2500482",Ada,Tersedia,-6.888788,107.6159056,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPIB Sejahtera di Bandung,Gereja Protestan,"Jl. Malabar No.49, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,9",41,,Tidak Ada ,Tidak Tersedia,-6.9244718,107.6243329,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GKI Pasirkaliki,Gereja Kristen,"Jl. Pasir Kaliki No.157, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",,"5,0",7,,Tidak Ada ,Tidak Tersedia,-6.9031897,107.597172,Aksesibilitas Tersedia,[]
GKI Cimahi,Gereja Kristen,"Jl. Pacinan No.32, Cimahi, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40525",08.00 hingga 16.00,"4,7",56,"
(022) 6632812",Ada,Tersedia,-6.8711719,107.5438869,Aksesibilitas Tersedia,[]
GPdI Bukit Hermon,Gereja Pantekosta,"Jl. Mahar Martanegara No.103, Cigugur Tengah, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40522",,"4,7",137,"
(022) 20560199",Ada,Tersedia,-6.8992965,107.5517264,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Baptis Indonesia Baitlahim,Gereja Baptis,"Jl. Jend. Sudirman No.586, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40183",,"4,8",41,"
(022) 6014479",Ada,Tidak Tersedia,-6.9179732,107.5815055,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GPdI LK Bandung (Gereja Pantekosta di Indonesia Lengkong Kecil),Gereja Pantekosta,"Jl. Lengkong Kecil No.34-36, Paledang, Kec. Lengkong, Kota Bandung, Jawa Barat 40261",Tutup,"4,5",55,,Tidak Ada ,Tidak Tersedia,-6.9234223,107.6138491,Aksesibilitas Tersedia,[]
GBI Baranangsiang,Gereja Pantekosta,"ITC Kosambi, Ruko, Jl. Baranang Siang No.8, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",Tutup,"4,8",542,"
0878-1971-7181",Ada,Tersedia,-6.9187145,107.6205049,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
CLCC (City Light Community Church),Gereja,"Paris Van Java, PVJ Sky Level 53 Lantai S2, Jalan Sukajadi No 137, Sukabungah, Cipedes, Sukajadi, Bandung City, West Java 40162",,"4,8",179,"
(022) 82063883",Ada,Tersedia,-6.890935,107.595673,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GKI Pasirkaliki di Jalan Surya Sumantri,Gereja,"Jl. Prof. drg. Soeria Soemantri No.83, RW.01, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",08.00 hingga 16.00,"4,5",4,"
(022) 2012354",Ada,Tersedia,-6.8845582,107.5812412,Aksesibilitas Tersedia,[]
"Gereja Katedral Bandung, Santo Petrus",Katedral Katolik,"Jl. Merdeka No.14, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",08.00 hingga 18.00,"4,8",5.123,"
(022) 4235537",Ada,Tersedia,-6.9148463,107.6106056,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKI Pasirkoja,Gereja Kristen,"Jl. Terusan Pasirkoja No.57, Panjunan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40233",05.30 hingga 19.00,"4,6",30,"
(022) 6014272",Ada,Tersedia,-6.9266339,107.5953793,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Kristen Indonesia Arcamanik,Gereja Kristen,"Jl. Golf Bar. VIII Jl. Arcamanik Endah 29 Komplek, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293",,"5,0",14,"
(022) 7276592",Ada,Tidak Tersedia,-6.9174855,107.6726365,Aksesibilitas Tersedia,[]
Gereja Rehoboth,Gereja,"Jl. Raden Dewi Sartika No.36-38, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",08.00 hingga 16.00,"4,6",37,"
(022) 4230722",Ada,Tidak Tersedia,-6.9251361,107.6059459,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GBI ROCK BANDUNG,Gereja Kristen,"Convention Hall, Landmark, Braga, Sumurbandung, Bandung City, West Java 40111",Tutup,"4,8",36,"
(022) 4260611",Ada,Tersedia,-6.9157253,107.6087822,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Kristen Kalam Kudus (GKKK) Kopo Permai,Gereja Protestan,"Komplek Kopo Permai 3 Blok F14 No. 2, 4, Kabupaten Bandung, Jawa Barat 40227",,"4,9",17,,Tidak Ada ,Tersedia,-6.9661413,107.5883972,Aksesibilitas Tersedia,"['Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']"
GPIB Efata Batujajar,Gereja,"3FPW+9X8, Jalan Raya, Galanggang, Batujajar, West Bandung Regency, West Java 40561",,"4,5",43,"
(022) 6868613",Ada,Tidak Tersedia,-6.9140924,107.4974443,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
GBI Aruna,Gereja Pantekosta,"Jl. Aruna No.19, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174",13.00 hingga 16.30,"4,8",971,"
(022) 6003808",Ada,Tersedia,-6.9082245,107.5874633,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKO Sarijadi,Gereja,"4H9G+H8P, Sarijadi, Kec. Sukasari, Kota Bandung, Jawa Barat 40151",Tutup,"4,6",34,"
(022) 2020604",Ada,Tidak Tersedia,-6.8810297,107.5758379,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja POUK Secapa AD,Gereja Kristen,"4HHX+R4W, Jl. Komp. Secapa, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Tutup,"4,5",19,"
0813-2227-1074",Ada,Tidak Tersedia,-6.8703774,107.5978357,Aksesibilitas Tersedia,[]
GKPB Fajar Pengharapan - Satelit Pasirkoja,Gereja Kristen,"Jl. Pasirkoja No.58, Karanganyar, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242",,"4,8",463,"
(022) 4237966",Ada,Tersedia,-6.9266151,107.6005577,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Baptis Indonesia Batu Zaman,Gereja Baptis,"Jl. A. Yani No.249, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"5,0",25,"
(022) 7274655",Ada,Tersedia,-6.9151327,107.6306947,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']"
GKJ Kiaracondong,Gereja,"Jl. Stasiun Kiaracondong No.99/134B, Kebun Jayanti, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40111",,"4,7",33,"
(022) 7305127",Ada,Tidak Tersedia,-6.9255684,107.6463212,Aksesibilitas Tersedia,[]
