nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Masjid Al Manar,Masjid,"Jl. Puter No.5, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,"4,7",684,"
(022) 2507450",Ada,Tidak Tersedia,-6.8978684,107.6222824,Aksesibilitas Tersedia,[]
Masjid Jami Al - I'anah,Masjid,"3JRR+729, Jalan Jembar, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,"4,5",36,,Tidak Ada ,Tidak Tersedia,-6.9093414,107.6401051,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Baiturrahman,Masjid,"Apartemen Gateway, Jl. A. Yani Lantai LG-1, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125",,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.9067649,107.6448191,Aksesibilitas Tersedia,[]
Masjid Al Huda,Masjid,"Jl. Cikutra No.02/02, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124",,"3,3",3,,Tidak Ada ,Tidak Tersedia,-6.8986907,107.643699,Aksesibilitas Tersedia,[]
Masjid JAMI'ATUL QURO,Masjid,"3JJC+PPX, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",,"5,0",6,,Tidak Ada ,Tidak Tersedia,-6.9181411,107.6218577,Aksesibilitas Tersedia,[]
Masjid Fathul Khoer,Masjid,"Jl. Emong blk No.7, Burangrang, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",Buka 24 jam,"4,6",36,"
0822-1656-1729",Ada,Tidak Tersedia,-6.9247224,107.6181674,Aksesibilitas Tersedia,[]
Masjid Raya Bandung,Masjid,"Jl. Dalem Kaum No.14, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",05.00 hingga 22.00,"4,6",8.791,,Ada,Tidak Tersedia,-6.9216897,107.6061399,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid As-Siraaj,Masjid,"Jl. Kacapiring No.33, Kacapiring, Kec. Batununggal, Kota Bandung, Jawa Barat 40271",,"4,6",44,,Tidak Ada ,Tidak Tersedia,-6.9185567,107.6293971,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Luqman SMA Negeri 10 Bandung,Masjid,"3JXR+4Q7, Jl. Sekepanjang III, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124",,"4,5",8,,Tidak Ada ,Tidak Tersedia,-6.90221,107.641915,Aksesibilitas Tersedia,[]
Masjid Jami Al-Jabbar Jatihandap,Masjid,"4M36+R68, Gg. H Idris, RT.02/RW.07, Bandung, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195",Buka 24 jam,"4,4",31,,Tidak Ada ,Tidak Tersedia,-6.8958116,107.6602107,Aksesibilitas Tersedia,[]
Masjid Al-Imtizaj,Masjid,"Jl. ABC No.8, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",11.40 hingga 19.40,"4,7",1.129,,Tidak Ada ,Tidak Tersedia,-6.919425,107.6078639,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Mungsolkanas,Masjid,"4J53+7WV, Jl. Cihampelas, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",Buka 24 jam,"4,7",372,,Tidak Ada ,Tidak Tersedia,-6.8917507,107.6047965,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Miftahussalam,Masjid,"Jl. M. Ento No.10, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125",,"4,7",22,"
0812-2409-428",Ada,Tidak Tersedia,-6.9058918,107.6462312,Aksesibilitas Tersedia,[]
Masjid Jami Miftahul Khaer,Masjid,"Jl. Bima No.10, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172",Buka 24 jam,"4,8",217,"
(022) 6079113",Ada,Tidak Tersedia,-6.9111347,107.5948697,Aksesibilitas Tersedia,[]
Masjid Masiina-Sholihin SMAN 3&5 Bandung,Masjid,"Jl. Belitung No.8, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",,"4,0",4,"
(022) 4206921",Ada,Tidak Tersedia,-6.9125866,107.6154852,Aksesibilitas Tersedia,[]
Masjid Jami Nuurul Ihsan,Masjid,"Jl. Veteran No.124 34A, RW.8, Kebon Pisang, Sumurbandung, Bandung City, West Java 40112",,"4,8",11,,Tidak Ada ,Tidak Tersedia,-6.9203776,107.6186317,Aksesibilitas Tersedia,[]
Masjid Jami Al-Hikmah,Masjid,"Jl. Sumbawa No.1a, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",,"4,7",3,,Tidak Ada ,Tidak Tersedia,-6.9137817,107.6178709,Aksesibilitas Tersedia,[]
Masjid Al- Muttaqin,Masjid,"4J2Q+MV4, Jl. Khp Hasan Mustopa, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.8983565,107.6396887,Aksesibilitas Tersedia,[]
Masjid Ar Rahmah DISJARAHAD,Masjid,"Jl. Belitung No.9, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",08.00 hingga 21.00,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9112002,107.6179603,Aksesibilitas Tersedia,[]
Masjid Al Kautsar,Masjid,"Jl. Sumbawa No.9, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",04.00 hingga 21.15,"4,8",712,,Tidak Ada ,Tidak Tersedia,-6.914369,107.61748,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Masjid Al-Muttaqin (Gedung Sate),Masjid,"Jl. Hayam Wuruk No.16, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Buka 24 jam,"4,8",784,,Tidak Ada ,Tidak Tersedia,-6.9022486,107.6179236,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Besar Baiturrahman,Masjid,"3JPF+WHG, Jl. Patrakomala, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",Buka 24 jam,"4,8",654,,Tidak Ada ,Tidak Tersedia,-6.9126898,107.6239472,Aksesibilitas Tersedia,[]
Masjid Junudurrahmah,Masjid,"Jl. Sumbawa No.23, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",,"4,8",1.346,,Tidak Ada ,Tidak Tersedia,-6.9099728,107.6158567,Aksesibilitas Tersedia,[]
Masjid Nurul Arqom,Masjid,"Jl. Muararajeun Baru III No.23, RT.02/RW.10, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",,"4,8",13,"
0813-2234-7527",Ada,Tersedia,-6.9041999,107.6306181,Aksesibilitas Tersedia,[]
Masjid Raya Habiburrahman,Masjid,"4H2P+C36, Jl. Kapten Tata Natanegara, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",04.00 hingga 21.15,"4,7",1.250,,Ada,Tersedia,-6.8989689,107.5851257,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Al Futuh,Masjid,"3JHG+8V9, Jl. Samoja, RT.10/RW.09, Samoja, Kec. Batununggal, Kota Bandung, Jawa Barat 40273",Buka 24 jam,"4,9",35,,Tidak Ada ,Tidak Tersedia,-6.9217119,107.6272432,Aksesibilitas Tersedia,[]
Masjid Agung Bandung,Masjid,"3JH4+6MW, Jl. Alun-Alun Timur, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",,"4,5",397,,Tidak Ada ,Tidak Tersedia,-6.921895,107.6067073,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid An-Nur,Masjid,"Gg. Samsi 1 No.68, Kebonwaru, Kec. Batununggal, Kota Bandung, Jawa Barat 40272","04.30 hingga 05.30,11.30 hingga 12.30,14.30 hingga 15.30,17.30 hingga 19.30","3,0",3,,Tidak Ada ,Tidak Tersedia,-6.9118769,107.6424462,Aksesibilitas Tersedia,[]
Masjid Al-Barokah,Masjid,"Jl. Cikaso Barat 2 No.72, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,"4,6",13,,Tidak Ada ,Tidak Tersedia,-6.9092476,107.632823,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Istiqamah,Masjid,"Plaza Istiqamah, Jl. Taman Citarum, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",04.00 hingga 22.00,"4,6",623,"
(022) 4204142",Ada,Tidak Tersedia,-6.9048035,107.6219618,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid At Taqwa,Masjid,"Jl. Madtasan No.13, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",03.30 hingga 20.00,"4,0",3,,Tidak Ada ,Tidak Tersedia,-6.9111864,107.6368667,Aksesibilitas Tersedia,[]
Masjid Al Muk'min,Masjid,"3JWP+3Q5, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,"5,0",7,,Tidak Ada ,Tidak Tersedia,-6.9048617,107.6369891,Aksesibilitas Tersedia,[]
Masjid Jami At-Taufiq,Masjid,"Gang di samping XL Center Bandung, RW01, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",Buka 24 jam,"4,7",12,,Tidak Ada ,Tidak Tersedia,-6.9063964,107.6099263,Aksesibilitas Tersedia,[]
Markas Shift,Masjid,"Jl. Saninten No.2, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"4,4",13,,Tidak Ada ,Tidak Tersedia,-6.9080258,107.627815,Aksesibilitas Tersedia,[]
Masjid Nurul Ikhlas,Masjid,"3JJ8+VF7, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat",04.00 hingga 21.15,"4,8",17,,Tidak Ada ,Tidak Tersedia,-6.9178489,107.6162027,Aksesibilitas Tersedia,[]
Masjid Al-Kasyafah,Masjid,"Jl. Taman Pramuka No.178, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"4,9",30,,Tidak Ada ,Tidak Tersedia,-6.9100547,107.6272235,Aksesibilitas Tersedia,[]
Masjid AT TAQWA,Masjid,"Jl. Kebon Sirih No.10, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Buka 24 jam,"4,7",141,,Tidak Ada ,Tidak Tersedia,-6.912408,107.606039,Aksesibilitas Tersedia,[]
Masjid Baitul Huda,Masjid,"Jl. Terusan Jakarta No.138, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291",,"5,0",268,,Tidak Ada ,Tidak Tersedia,-6.9134527,107.6579469,Aksesibilitas Tersedia,[]
Masjid Al-falah,Masjid,"3JWX+C84, Gg. Kretek II, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125",,"5,0",2,"
0895-3580-60108",Ada,Tidak Tersedia,-6.903977,107.6483363,Aksesibilitas Tersedia,[]
Masjid At - Taufiq,Masjid,"Jl. Sukaluyu I Gg. I No.42, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",04.00 hingga 22.00,"4,8",41,,Tidak Ada ,Tidak Tersedia,-6.9007537,107.6327985,Aksesibilitas Tersedia,[]
Masjid Miftahul Hidayah,Masjid,"3JPJ+99F, Jl. Mangga, RW.08, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"4,7",609,,Tidak Ada ,Tidak Tersedia,-6.9140562,107.630918,Aksesibilitas Tersedia,[]
Masjid Baitush Sholihin Disdik Jabar,Masjid,"Dinas Pendidikan Prov. Jawa Barat, Jl. Dr. Rajiman No.6, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171",,"4,8",122,,Tidak Ada ,Tersedia,-6.9043854,107.6007776,Aksesibilitas Tersedia,[]
Masjid Jenderal Sudirman,Masjid,"Jl. Pahlawan No.5A, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",,"4,8",837,,Tidak Ada ,Tidak Tersedia,-6.9018457,107.6347173,Aksesibilitas Tersedia,[]
Masjid RS Sariningsih,Masjid,"Jl. L. L. R.E. Martadinata No.7, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",,"4,8",10,,Tidak Ada ,Tidak Tersedia,-6.9066367,107.6107514,Aksesibilitas Tersedia,[]
Masjid Agung Trans Studio,Masjid,"Pusat Terpadu Transtudio, Jl. Gatot Subroto No.289, Cibangkong, Kec. Batununggal, Kota Bandung, Jawa Barat 40273",Buka 24 jam,"4,8",16.083,,Ada,Tersedia,-6.9259359,107.6354559,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Al-Ihsan Sukaresmi Bandung,Masjid,"3MW3+398, Unnamed Road, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40282",,"4,9",40,,Tidak Ada ,Tidak Tersedia,-6.904825,107.65346,Aksesibilitas Tersedia,[]
MASJID JAMI' MUSLIMIN cipaera,Masjid,"JL. Cipaera, RT. 03/04, Jl. Cipaera Selatan No.147, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,7",27,,Tidak Ada ,Tidak Tersedia,-6.921701,107.6237624,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al Hidayah KPP Pratama Bandung Cibeunying,Masjid,"Jl. Purnawarman No.21, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",,"4,8",29,,Tidak Ada ,Tidak Tersedia,-6.9069794,107.608988,Aksesibilitas Tersedia,[]
Masjid Al Anwar,Masjid,"Jl. Asep Berlian No.03/06, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",,"4,7",32,,Tidak Ada ,Tidak Tersedia,-6.907363,107.6401467,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid At-Taqwa,Masjid,"3JJ9+2HH, Jl. Cibunut, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",Buka 24 jam,"5,0",4,,Tidak Ada ,Tidak Tersedia,-6.9199397,107.6189746,Aksesibilitas Tersedia,[]
